"year","zone","domain","measure","value"
"2016","S01008793","Income","Vigintile",6
"2016","S01008793","SIMD","Vigintile",4
"2016","S01008793","Housing","Quintile",1
"2016","S01008793","Health","Quintile",2
"2016","S01008793","Income","Quintile",2
"2016","S01008793","Education Skills And Training","Quintile",1
"2016","S01008793","Employment","Quintile",1
"2016","S01008793","Crime","Quintile",1
"2016","S01008793","SIMD","Quintile",1
"2016","S01008793","Access To Services","Quintile",5
"2016","S01008794","Access To Services","Rank",6357
"2016","S01008794","SIMD","Rank",2115
"2016","S01008794","Crime","Rank",2790
"2016","S01008794","Employment","Rank",2623
"2016","S01008794","Income","Rank",1855
"2016","S01008794","Health","Rank",1284
"2016","S01008794","Education Skills And Training","Rank",2040
"2016","S01008794","Housing","Rank",585
"2016","S01008794","SIMD","Decile",4
"2016","S01008794","Crime","Decile",4
"2016","S01008794","Health","Decile",2
"2016","S01008794","Access To Services","Decile",10
"2016","S01008794","Housing","Decile",1
"2016","S01008794","Education Skills And Training","Decile",3
"2016","S01008794","Income","Decile",3
"2016","S01008794","Employment","Decile",4
"2016","S01008794","Education Skills And Training","Vigintile",6
"2016","S01008794","Employment","Vigintile",8
"2016","S01008794","Health","Vigintile",4
"2016","S01008794","Housing","Vigintile",2
"2016","S01008794","Access To Services","Vigintile",19
"2016","S01008794","Crime","Vigintile",8
"2016","S01008794","Income","Vigintile",6
"2016","S01008794","SIMD","Vigintile",7
"2016","S01008794","Housing","Quintile",1
"2016","S01008794","Health","Quintile",1
"2016","S01008794","Income","Quintile",2
"2016","S01008794","Education Skills And Training","Quintile",2
"2016","S01008794","Employment","Quintile",2
"2016","S01008794","Crime","Quintile",2
"2016","S01008794","SIMD","Quintile",2
"2016","S01008794","Access To Services","Quintile",5
"2016","S01008795","Access To Services","Rank",6445
"2016","S01008795","SIMD","Rank",4508
"2016","S01008795","Crime","Rank",4425
"2016","S01008795","Employment","Rank",3957
"2016","S01008795","Income","Rank",4288
"2016","S01008795","Health","Rank",4341
"2016","S01008795","Education Skills And Training","Rank",3948
"2016","S01008795","Housing","Rank",139
"2016","S01008795","SIMD","Decile",7
"2016","S01008795","Crime","Decile",7
"2016","S01008795","Health","Decile",7
"2016","S01008795","Access To Services","Decile",10
"2016","S01008795","Housing","Decile",1
"2016","S01008795","Education Skills And Training","Decile",6
"2016","S01008795","Income","Decile",7
"2016","S01008795","Employment","Decile",6
"2016","S01008795","Education Skills And Training","Vigintile",12
"2016","S01008795","Employment","Vigintile",12
"2016","S01008795","Health","Vigintile",13
"2016","S01008795","Housing","Vigintile",1
"2016","S01008795","Access To Services","Vigintile",19
"2016","S01008795","Crime","Vigintile",13
"2016","S01008795","Income","Vigintile",13
"2016","S01008795","SIMD","Vigintile",13
"2016","S01008795","Housing","Quintile",1
"2016","S01008795","Health","Quintile",4
"2016","S01008795","Income","Quintile",4
"2016","S01008795","Education Skills And Training","Quintile",3
"2016","S01008795","Employment","Quintile",3
"2016","S01008795","Crime","Quintile",4
"2016","S01008795","SIMD","Quintile",4
"2016","S01008795","Access To Services","Quintile",5
"2016","S01008796","Access To Services","Rank",6734
"2016","S01008796","SIMD","Rank",2710
"2016","S01008796","Crime","Rank",1140
"2016","S01008796","Employment","Rank",3184
"2016","S01008796","Income","Rank",3255
"2016","S01008796","Health","Rank",2192
"2016","S01008796","Education Skills And Training","Rank",1885
"2016","S01008796","Housing","Rank",102
"2016","S01008796","SIMD","Decile",4
"2016","S01008796","Crime","Decile",2
"2016","S01008796","Health","Decile",4
"2016","S01008796","Access To Services","Decile",10
"2016","S01008796","Housing","Decile",1
"2016","S01008796","Education Skills And Training","Decile",3
"2016","S01008796","Income","Decile",5
"2016","S01008796","Employment","Decile",5
"2016","S01008796","Education Skills And Training","Vigintile",6
"2016","S01008796","Employment","Vigintile",10
"2016","S01008796","Health","Vigintile",7
"2016","S01008796","Housing","Vigintile",1
"2016","S01008796","Access To Services","Vigintile",20
"2016","S01008796","Crime","Vigintile",4
"2016","S01008796","Income","Vigintile",10
"2016","S01008796","SIMD","Vigintile",8
"2016","S01008796","Housing","Quintile",1
"2016","S01008796","Health","Quintile",2
"2016","S01008796","Income","Quintile",3
"2016","S01008796","Education Skills And Training","Quintile",2
"2016","S01008796","Employment","Quintile",3
"2016","S01008796","Crime","Quintile",1
"2016","S01008796","SIMD","Quintile",2
"2016","S01008796","Access To Services","Quintile",5
"2016","S01008797","Employment","Rank",3687
"2016","S01008797","Access To Services","Rank",6760
"2016","S01008797","Crime","Rank",2270
"2016","S01008797","SIMD","Rank",3580
"2016","S01008797","Health","Rank",3442
"2016","S01008797","Education Skills And Training","Rank",2934
"2016","S01008797","Housing","Rank",108
"2016","S01008797","Income","Rank",3544
"2016","S01008797","Education Skills And Training","Decile",5
"2016","S01008797","Health","Decile",5
"2016","S01008797","Crime","Decile",4
"2016","S01008797","Access To Services","Decile",10
"2016","S01008797","Housing","Decile",1
"2016","S01008797","Income","Decile",6
"2016","S01008797","SIMD","Decile",6
"2016","S01008797","Employment","Decile",6
"2016","S01008797","Education Skills And Training","Vigintile",9
"2016","S01008797","Employment","Vigintile",11
"2016","S01008797","Health","Vigintile",10
"2016","S01008797","Housing","Vigintile",1
"2016","S01008797","Access To Services","Vigintile",20
"2016","S01008797","Crime","Vigintile",7
"2016","S01008797","Income","Vigintile",11
"2016","S01008797","SIMD","Vigintile",11
"2016","S01008797","SIMD","Quintile",3
"2016","S01008797","Housing","Quintile",1
"2016","S01008797","Income","Quintile",3
"2016","S01008797","Health","Quintile",3
"2016","S01008797","Education Skills And Training","Quintile",3
"2016","S01008797","Crime","Quintile",2
"2016","S01008797","Access To Services","Quintile",5
"2016","S01008797","Employment","Quintile",3
"2016","S01008473","Access To Services","Rank",4433
"2016","S01008473","SIMD","Rank",1045
"2016","S01008473","Crime","Rank",2968
"2016","S01008473","Employment","Rank",1127
"2016","S01008473","Income","Rank",1103
"2016","S01008473","Health","Rank",828
"2016","S01008473","Education Skills And Training","Rank",759
"2016","S01008473","Housing","Rank",1168
"2016","S01008473","SIMD","Decile",2
"2016","S01008473","Crime","Decile",5
"2016","S01008473","Health","Decile",2
"2016","S01008473","Access To Services","Decile",7
"2016","S01008473","Housing","Decile",2
"2016","S01008473","Education Skills And Training","Decile",2
"2016","S01008473","Income","Decile",2
"2016","S01008473","Employment","Decile",2
"2016","S01008473","Education Skills And Training","Vigintile",3
"2016","S01008473","Employment","Vigintile",4
"2016","S01008473","Health","Vigintile",3
"2016","S01008473","Housing","Vigintile",4
"2016","S01008473","Access To Services","Vigintile",13
"2016","S01008473","Crime","Vigintile",9
"2016","S01008473","Income","Vigintile",4
"2016","S01008473","SIMD","Vigintile",3
"2016","S01008473","Housing","Quintile",1
"2016","S01008473","Health","Quintile",1
"2016","S01008473","Income","Quintile",1
"2016","S01008473","Education Skills And Training","Quintile",1
"2016","S01008473","Employment","Quintile",1
"2016","S01008473","Crime","Quintile",3
"2016","S01008473","SIMD","Quintile",1
"2016","S01008473","Access To Services","Quintile",4
"2016","S01008474","Access To Services","Rank",3490
"2016","S01008474","SIMD","Rank",728
"2016","S01008474","Crime","Rank",1626
"2016","S01008474","Employment","Rank",773
"2016","S01008474","Income","Rank",928
"2016","S01008474","Health","Rank",1233
"2016","S01008474","Education Skills And Training","Rank",240
"2016","S01008474","Housing","Rank",1565
"2016","S01008474","SIMD","Decile",2
"2016","S01008474","Crime","Decile",3
"2016","S01008474","Health","Decile",2
"2016","S01008474","Access To Services","Decile",6
"2016","S01008474","Housing","Decile",3
"2016","S01008474","Education Skills And Training","Decile",1
"2016","S01008474","Income","Decile",2
"2016","S01008474","Employment","Decile",2
"2016","S01008474","Education Skills And Training","Vigintile",1
"2016","S01008474","Employment","Vigintile",3
"2016","S01008474","Health","Vigintile",4
"2016","S01008474","Housing","Vigintile",5
"2016","S01008474","Access To Services","Vigintile",11
"2016","S01008474","Crime","Vigintile",5
"2016","S01008474","Income","Vigintile",3
"2016","S01008474","SIMD","Vigintile",3
"2016","S01008474","Housing","Quintile",2
"2016","S01008474","Health","Quintile",1
"2016","S01008474","Income","Quintile",1
"2016","S01008474","Education Skills And Training","Quintile",1
"2016","S01008474","Employment","Quintile",1
"2016","S01008474","Crime","Quintile",2
"2016","S01008474","SIMD","Quintile",1
"2016","S01008474","Access To Services","Quintile",3
"2016","S01008475","Access To Services","Rank",3967
"2016","S01008475","SIMD","Rank",1424
"2016","S01008475","Crime","Rank",2238
"2016","S01008475","Employment","Rank",1939
"2016","S01008475","Income","Rank",1063
"2016","S01008475","Health","Rank",2066
"2016","S01008475","Education Skills And Training","Rank",751
"2016","S01008475","Housing","Rank",1331
"2016","S01008475","SIMD","Decile",3
"2016","S01008475","Crime","Decile",4
"2016","S01008475","Health","Decile",3
"2016","S01008475","Access To Services","Decile",6
"2016","S01008475","Housing","Decile",2
"2016","S01008475","Education Skills And Training","Decile",2
"2016","S01008475","Income","Decile",2
"2016","S01008475","Employment","Decile",3
"2016","S01008475","Education Skills And Training","Vigintile",3
"2016","S01008475","Employment","Vigintile",6
"2016","S01008475","Health","Vigintile",6
"2016","S01008475","Housing","Vigintile",4
"2016","S01008475","Access To Services","Vigintile",12
"2016","S01008475","Crime","Vigintile",7
"2016","S01008475","Income","Vigintile",4
"2016","S01008475","SIMD","Vigintile",5
"2016","S01008475","Housing","Quintile",1
"2016","S01008475","Health","Quintile",2
"2016","S01008475","Income","Quintile",1
"2016","S01008475","Education Skills And Training","Quintile",1
"2016","S01008475","Employment","Quintile",2
"2016","S01008475","Crime","Quintile",2
"2016","S01008475","SIMD","Quintile",2
"2016","S01008475","Access To Services","Quintile",3
"2016","S01008476","Access To Services","Rank",2907
"2016","S01008476","SIMD","Rank",1481
"2016","S01008476","Crime","Rank",3482
"2016","S01008476","Employment","Rank",1748
"2016","S01008476","Income","Rank",1410
"2016","S01008476","Health","Rank",2104
"2016","S01008476","Education Skills And Training","Rank",639
"2016","S01008476","Housing","Rank",1850
"2016","S01008476","SIMD","Decile",3
"2016","S01008476","Crime","Decile",5
"2016","S01008476","Health","Decile",4
"2016","S01008476","Access To Services","Decile",5
"2016","S01008476","Housing","Decile",3
"2016","S01008476","Education Skills And Training","Decile",1
"2016","S01008476","Income","Decile",3
"2016","S01008476","Employment","Decile",3
"2016","S01008476","Education Skills And Training","Vigintile",2
"2016","S01008476","Employment","Vigintile",6
"2016","S01008476","Health","Vigintile",7
"2016","S01008476","Housing","Vigintile",6
"2016","S01008476","Access To Services","Vigintile",9
"2016","S01008476","Crime","Vigintile",10
"2016","S01008476","Income","Vigintile",5
"2016","S01008476","SIMD","Vigintile",5
"2016","S01008476","Housing","Quintile",2
"2016","S01008476","Health","Quintile",2
"2016","S01008476","Income","Quintile",2
"2016","S01008476","Education Skills And Training","Quintile",1
"2016","S01008476","Employment","Quintile",2
"2016","S01008476","Crime","Quintile",3
"2016","S01008476","SIMD","Quintile",2
"2016","S01008476","Access To Services","Quintile",3
"2016","S01008477","Access To Services","Rank",1904
"2016","S01008477","SIMD","Rank",1146
"2016","S01008477","Crime","Rank",1888
"2016","S01008477","Employment","Rank",754
"2016","S01008477","Income","Rank",1411
"2016","S01008477","Health","Rank",1432
"2016","S01008477","Education Skills And Training","Rank",1797
"2016","S01008477","Housing","Rank",1977
"2016","S01008477","SIMD","Decile",2
"2016","S01008477","Crime","Decile",3
"2016","S01008477","Health","Decile",3
"2016","S01008477","Access To Services","Decile",3
"2016","S01008477","Housing","Decile",3
"2016","S01008477","Education Skills And Training","Decile",3
"2016","S01008477","Income","Decile",3
"2016","S01008477","Employment","Decile",2
"2016","S01008477","Education Skills And Training","Vigintile",6
"2016","S01008477","Employment","Vigintile",3
"2016","S01008477","Health","Vigintile",5
"2016","S01008477","Housing","Vigintile",6
"2016","S01008477","Access To Services","Vigintile",6
"2016","S01008477","Crime","Vigintile",6
"2016","S01008477","Income","Vigintile",5
"2016","S01008477","SIMD","Vigintile",4
"2016","S01008477","Housing","Quintile",2
"2016","S01008477","Health","Quintile",2
"2016","S01008477","Income","Quintile",2
"2016","S01008477","Education Skills And Training","Quintile",2
"2016","S01008477","Employment","Quintile",1
"2016","S01008477","Crime","Quintile",2
"2016","S01008477","SIMD","Quintile",1
"2016","S01008477","Access To Services","Quintile",2
"2016","S01008478","Access To Services","Rank",4389
"2016","S01008478","SIMD","Rank",1368
"2016","S01008478","Crime","Rank",926
"2016","S01008478","Employment","Rank",1125
"2016","S01008478","Income","Rank",1663
"2016","S01008478","Health","Rank",1193
"2016","S01008478","Education Skills And Training","Rank",1631
"2016","S01008478","Housing","Rank",996
"2016","S01008478","SIMD","Decile",2
"2016","S01008478","Crime","Decile",2
"2016","S01008478","Health","Decile",2
"2016","S01008478","Access To Services","Decile",7
"2016","S01008478","Housing","Decile",2
"2016","S01008478","Education Skills And Training","Decile",3
"2016","S01008478","Income","Decile",3
"2016","S01008478","Employment","Decile",2
"2016","S01008478","Education Skills And Training","Vigintile",5
"2016","S01008478","Employment","Vigintile",4
"2016","S01008478","Health","Vigintile",4
"2016","S01008478","Housing","Vigintile",3
"2016","S01008478","Access To Services","Vigintile",13
"2016","S01008478","Crime","Vigintile",3
"2016","S01008478","Income","Vigintile",5
"2016","S01008478","SIMD","Vigintile",4
"2016","S01008478","Housing","Quintile",1
"2016","S01008478","Health","Quintile",1
"2016","S01008478","Income","Quintile",2
"2016","S01008478","Education Skills And Training","Quintile",2
"2016","S01008478","Employment","Quintile",1
"2016","S01008478","Crime","Quintile",1
"2016","S01008478","SIMD","Quintile",1
"2016","S01008478","Access To Services","Quintile",4
"2016","S01008479","Access To Services","Rank",4289
"2016","S01008479","SIMD","Rank",2034
"2016","S01008479","Crime","Rank",3537
"2016","S01008479","Employment","Rank",2189
"2016","S01008479","Income","Rank",1860
"2016","S01008479","Health","Rank",2476
"2016","S01008479","Education Skills And Training","Rank",1247
"2016","S01008479","Housing","Rank",1985
"2016","S01008479","SIMD","Decile",3
"2016","S01008479","Crime","Decile",6
"2016","S01008479","Health","Decile",4
"2016","S01008479","Access To Services","Decile",7
"2016","S01008479","Housing","Decile",3
"2016","S01008479","Education Skills And Training","Decile",2
"2016","S01008479","Income","Decile",3
"2016","S01008479","Employment","Decile",4
"2016","S01008479","Education Skills And Training","Vigintile",4
"2016","S01008479","Employment","Vigintile",7
"2016","S01008479","Health","Vigintile",8
"2016","S01008479","Housing","Vigintile",6
"2016","S01008479","Access To Services","Vigintile",13
"2016","S01008479","Crime","Vigintile",11
"2016","S01008479","Income","Vigintile",6
"2016","S01008479","SIMD","Vigintile",6
"2016","S01008479","Housing","Quintile",2
"2016","S01008479","Health","Quintile",2
"2016","S01008479","Income","Quintile",2
"2016","S01008479","Education Skills And Training","Quintile",1
"2016","S01008479","Employment","Quintile",2
"2016","S01008479","Crime","Quintile",3
"2016","S01008479","SIMD","Quintile",2
"2016","S01008479","Access To Services","Quintile",4
"2016","S01008480","Access To Services","Rank",2610
"2016","S01008480","SIMD","Rank",2155
"2016","S01008480","Crime","Rank",1927
"2016","S01008480","Employment","Rank",2559
"2016","S01008480","Income","Rank",2646
"2016","S01008480","Health","Rank",2738
"2016","S01008480","Education Skills And Training","Rank",1110
"2016","S01008480","Housing","Rank",801
"2016","S01008480","SIMD","Decile",4
"2016","S01008480","Crime","Decile",3
"2016","S01008480","Health","Decile",4
"2016","S01008480","Access To Services","Decile",4
"2016","S01008480","Housing","Decile",2
"2016","S01008480","Education Skills And Training","Decile",2
"2016","S01008480","Income","Decile",4
"2016","S01008480","Employment","Decile",4
"2016","S01008480","Education Skills And Training","Vigintile",4
"2016","S01008480","Employment","Vigintile",8
"2016","S01008480","Health","Vigintile",8
"2016","S01008480","Housing","Vigintile",3
"2016","S01008480","Access To Services","Vigintile",8
"2016","S01008480","Crime","Vigintile",6
"2016","S01008480","Income","Vigintile",8
"2016","S01008480","SIMD","Vigintile",7
"2016","S01008480","Housing","Quintile",1
"2016","S01008480","Health","Quintile",2
"2016","S01008480","Income","Quintile",2
"2016","S01008480","Education Skills And Training","Quintile",1
"2016","S01008480","Employment","Quintile",2
"2016","S01008480","Crime","Quintile",2
"2016","S01008480","SIMD","Quintile",2
"2016","S01008480","Access To Services","Quintile",2
"2016","S01008857","Access To Services","Rank",5106
"2016","S01008857","SIMD","Rank",6753
"2016","S01008857","Crime","Rank",5453
"2016","S01008857","Employment","Rank",5974
"2016","S01008857","Income","Rank",6200
"2016","S01008857","Health","Rank",6620
"2016","S01008857","Education Skills And Training","Rank",6549
"2016","S01008857","Housing","Rank",2254
"2016","S01008857","SIMD","Decile",10
"2016","S01008857","Crime","Decile",8
"2016","S01008857","Health","Decile",10
"2016","S01008857","Access To Services","Decile",8
"2016","S01008857","Housing","Decile",4
"2016","S01008857","Education Skills And Training","Decile",10
"2016","S01008857","Income","Decile",9
"2016","S01008857","Employment","Decile",9
"2016","S01008857","Education Skills And Training","Vigintile",19
"2016","S01008857","Employment","Vigintile",18
"2016","S01008857","Health","Vigintile",19
"2016","S01008857","Housing","Vigintile",7
"2016","S01008857","Access To Services","Vigintile",15
"2016","S01008857","Crime","Vigintile",16
"2016","S01008857","Income","Vigintile",18
"2016","S01008857","SIMD","Vigintile",20
"2016","S01008857","Housing","Quintile",2
"2016","S01008857","Health","Quintile",5
"2016","S01008857","Income","Quintile",5
"2016","S01008857","Education Skills And Training","Quintile",5
"2016","S01008857","Employment","Quintile",5
"2016","S01008857","Crime","Quintile",4
"2016","S01008857","SIMD","Quintile",5
"2016","S01008857","Access To Services","Quintile",4
"2016","S01008858","Access To Services","Rank",3744
"2016","S01008858","SIMD","Rank",6653
"2016","S01008858","Crime","Rank","3970.5"
"2016","S01008858","Employment","Rank",6605
"2016","S01008858","Income","Rank",6258
"2016","S01008858","Health","Rank",6925
"2016","S01008858","Education Skills And Training","Rank",5484
"2016","S01008858","Housing","Rank",3354
"2016","S01008858","SIMD","Decile",10
"2016","S01008858","Crime","Decile",6
"2016","S01008858","Health","Decile",10
"2016","S01008858","Access To Services","Decile",6
"2016","S01008858","Housing","Decile",5
"2016","S01008858","Education Skills And Training","Decile",8
"2016","S01008858","Income","Decile",9
"2016","S01008858","Employment","Decile",10
"2016","S01008858","Education Skills And Training","Vigintile",16
"2016","S01008858","Employment","Vigintile",19
"2016","S01008858","Health","Vigintile",20
"2016","S01008858","Housing","Vigintile",10
"2016","S01008858","Access To Services","Vigintile",11
"2016","S01008858","Crime","Vigintile",12
"2016","S01008858","Income","Vigintile",18
"2016","S01008858","SIMD","Vigintile",20
"2016","S01008858","Housing","Quintile",3
"2016","S01008858","Health","Quintile",5
"2016","S01008858","Income","Quintile",5
"2016","S01008858","Education Skills And Training","Quintile",4
"2016","S01008858","Employment","Quintile",5
"2016","S01008858","Crime","Quintile",3
"2016","S01008858","SIMD","Quintile",5
"2016","S01008858","Access To Services","Quintile",3
"2016","S01008859","Access To Services","Rank",6511
"2016","S01008859","SIMD","Rank",5957
"2016","S01008859","Crime","Rank",4636
"2016","S01008859","Employment","Rank",6252
"2016","S01008859","Income","Rank",4749
"2016","S01008859","Health","Rank",5197
"2016","S01008859","Education Skills And Training","Rank",5245
"2016","S01008859","Housing","Rank",934
"2016","S01008859","SIMD","Decile",9
"2016","S01008859","Crime","Decile",7
"2016","S01008859","Health","Decile",8
"2016","S01008859","Access To Services","Decile",10
"2016","S01008859","Housing","Decile",2
"2016","S01008859","Education Skills And Training","Decile",8
"2016","S01008859","Income","Decile",7
"2016","S01008859","Employment","Decile",9
"2016","S01008859","Education Skills And Training","Vigintile",16
"2016","S01008859","Employment","Vigintile",18
"2016","S01008859","Health","Vigintile",15
"2016","S01008859","Housing","Vigintile",3
"2016","S01008859","Access To Services","Vigintile",19
"2016","S01008859","Crime","Vigintile",14
"2016","S01008859","Income","Vigintile",14
"2016","S01008859","SIMD","Vigintile",18
"2016","S01008859","Housing","Quintile",1
"2016","S01008859","Health","Quintile",4
"2016","S01008859","Income","Quintile",4
"2016","S01008859","Education Skills And Training","Quintile",4
"2016","S01008859","Employment","Quintile",5
"2016","S01008859","Crime","Quintile",4
"2016","S01008859","SIMD","Quintile",5
"2016","S01008859","Access To Services","Quintile",5
"2016","S01008860","Access To Services","Rank",6822
"2016","S01008860","SIMD","Rank",5232
"2016","S01008860","Crime","Rank",2684
"2016","S01008860","Employment","Rank",4815
"2016","S01008860","Income","Rank",4471
"2016","S01008860","Health","Rank",4936
"2016","S01008860","Education Skills And Training","Rank",4937
"2016","S01008860","Housing","Rank",1123
"2016","S01008860","SIMD","Decile",8
"2016","S01008860","Crime","Decile",4
"2016","S01008860","Health","Decile",8
"2016","S01008860","Access To Services","Decile",10
"2016","S01008860","Housing","Decile",2
"2016","S01008860","Education Skills And Training","Decile",8
"2016","S01008860","Income","Decile",7
"2016","S01008860","Employment","Decile",7
"2016","S01008860","Education Skills And Training","Vigintile",15
"2016","S01008860","Employment","Vigintile",14
"2016","S01008860","Health","Vigintile",15
"2016","S01008860","Housing","Vigintile",4
"2016","S01008860","Access To Services","Vigintile",20
"2016","S01008860","Crime","Vigintile",8
"2016","S01008860","Income","Vigintile",13
"2016","S01008860","SIMD","Vigintile",15
"2016","S01008860","Housing","Quintile",1
"2016","S01008860","Health","Quintile",4
"2016","S01008860","Income","Quintile",4
"2016","S01008860","Education Skills And Training","Quintile",4
"2016","S01008860","Employment","Quintile",4
"2016","S01008860","Crime","Quintile",2
"2016","S01008860","SIMD","Quintile",4
"2016","S01008860","Access To Services","Quintile",5
"2016","S01008861","Access To Services","Rank",5356
"2016","S01008861","SIMD","Rank",6959
"2016","S01008861","Crime","Rank",2740
"2016","S01008861","Employment","Rank",6928
"2016","S01008861","Income","Rank",6913
"2016","S01008861","Health","Rank",6955
"2016","S01008861","Education Skills And Training","Rank",6971
"2016","S01008861","Housing","Rank",5056
"2016","S01008861","SIMD","Decile",10
"2016","S01008861","Crime","Decile",4
"2016","S01008861","Health","Decile",10
"2016","S01008861","Access To Services","Decile",8
"2016","S01008861","Housing","Decile",8
"2016","S01008861","Education Skills And Training","Decile",10
"2016","S01008861","Income","Decile",10
"2016","S01008861","Employment","Decile",10
"2016","S01008861","Education Skills And Training","Vigintile",20
"2016","S01008861","Employment","Vigintile",20
"2016","S01008861","Health","Vigintile",20
"2016","S01008861","Housing","Vigintile",15
"2016","S01008861","Access To Services","Vigintile",16
"2016","S01008861","Crime","Vigintile",8
"2016","S01008861","Income","Vigintile",20
"2016","S01008861","SIMD","Vigintile",20
"2016","S01008861","Housing","Quintile",4
"2016","S01008861","Health","Quintile",5
"2016","S01008861","Income","Quintile",5
"2016","S01008861","Education Skills And Training","Quintile",5
"2016","S01008861","Employment","Quintile",5
"2016","S01008861","Crime","Quintile",2
"2016","S01008861","SIMD","Quintile",5
"2016","S01008861","Access To Services","Quintile",4
"2016","S01008862","Access To Services","Rank",6765
"2016","S01008862","SIMD","Rank",6311
"2016","S01008862","Crime","Rank",6040
"2016","S01008862","Employment","Rank",5530
"2016","S01008862","Income","Rank",5502
"2016","S01008862","Health","Rank",6041
"2016","S01008862","Education Skills And Training","Rank",5694
"2016","S01008862","Housing","Rank",724
"2016","S01008862","SIMD","Decile",10
"2016","S01008862","Crime","Decile",9
"2016","S01008862","Health","Decile",9
"2016","S01008862","Access To Services","Decile",10
"2016","S01008862","Housing","Decile",2
"2016","S01008862","Education Skills And Training","Decile",9
"2016","S01008862","Income","Decile",8
"2016","S01008862","Employment","Decile",8
"2016","S01008862","Education Skills And Training","Vigintile",17
"2016","S01008862","Employment","Vigintile",16
"2016","S01008862","Health","Vigintile",18
"2016","S01008862","Housing","Vigintile",3
"2016","S01008862","Access To Services","Vigintile",20
"2016","S01008862","Crime","Vigintile",18
"2016","S01008862","Income","Vigintile",16
"2016","S01008862","SIMD","Vigintile",19
"2016","S01008862","Housing","Quintile",1
"2016","S01008862","Health","Quintile",5
"2016","S01008862","Income","Quintile",4
"2016","S01008862","Education Skills And Training","Quintile",5
"2016","S01008862","Employment","Quintile",4
"2016","S01008862","Crime","Quintile",5
"2016","S01008862","SIMD","Quintile",5
"2016","S01008862","Access To Services","Quintile",5
"2016","S01008863","Access To Services","Rank",6756
"2016","S01008863","SIMD","Rank",6764
"2016","S01008863","Crime","Rank",3987
"2016","S01008863","Employment","Rank",6323
"2016","S01008863","Income","Rank",6042
"2016","S01008863","Health","Rank",5465
"2016","S01008863","Education Skills And Training","Rank",6766
"2016","S01008863","Housing","Rank",3400
"2016","S01008863","SIMD","Decile",10
"2016","S01008863","Crime","Decile",6
"2016","S01008863","Health","Decile",8
"2016","S01008863","Access To Services","Decile",10
"2016","S01008863","Housing","Decile",5
"2016","S01008863","Education Skills And Training","Decile",10
"2016","S01008863","Income","Decile",9
"2016","S01008863","Employment","Decile",10
"2016","S01008863","Education Skills And Training","Vigintile",20
"2016","S01008863","Employment","Vigintile",19
"2016","S01008863","Health","Vigintile",16
"2016","S01008863","Housing","Vigintile",10
"2016","S01008863","Access To Services","Vigintile",20
"2016","S01008863","Crime","Vigintile",12
"2016","S01008863","Income","Vigintile",18
"2016","S01008863","SIMD","Vigintile",20
"2016","S01008863","Housing","Quintile",3
"2016","S01008863","Health","Quintile",4
"2016","S01008863","Income","Quintile",5
"2016","S01008863","Education Skills And Training","Quintile",5
"2016","S01008863","Employment","Quintile",5
"2016","S01008863","Crime","Quintile",3
"2016","S01008863","SIMD","Quintile",5
"2016","S01008863","Access To Services","Quintile",5
"2016","S01008454","Access To Services","Rank",4519
"2016","S01008454","SIMD","Rank",738
"2016","S01008454","Crime","Rank",2023
"2016","S01008454","Employment","Rank",672
"2016","S01008454","Income","Rank",453
"2016","S01008454","Health","Rank",1313
"2016","S01008454","Education Skills And Training","Rank",1125
"2016","S01008454","Housing","Rank",1304
"2016","S01008454","SIMD","Decile",2
"2016","S01008454","Crime","Decile",3
"2016","S01008454","Health","Decile",2
"2016","S01008454","Access To Services","Decile",7
"2016","S01008454","Housing","Decile",2
"2016","S01008454","Education Skills And Training","Decile",2
"2016","S01008454","Income","Decile",1
"2016","S01008454","Employment","Decile",1
"2016","S01008454","Education Skills And Training","Vigintile",4
"2016","S01008454","Employment","Vigintile",2
"2016","S01008454","Health","Vigintile",4
"2016","S01008454","Housing","Vigintile",4
"2016","S01008454","Access To Services","Vigintile",13
"2016","S01008454","Crime","Vigintile",6
"2016","S01008454","Income","Vigintile",2
"2016","S01008454","SIMD","Vigintile",3
"2016","S01008454","Housing","Quintile",1
"2016","S01008454","Health","Quintile",1
"2016","S01008454","Income","Quintile",1
"2016","S01008454","Education Skills And Training","Quintile",1
"2016","S01008454","Employment","Quintile",1
"2016","S01008454","Crime","Quintile",2
"2016","S01008454","SIMD","Quintile",1
"2016","S01008454","Access To Services","Quintile",4
"2016","S01008455","Access To Services","Rank",4311
"2016","S01008455","SIMD","Rank",623
"2016","S01008455","Crime","Rank",836
"2016","S01008455","Employment","Rank",635
"2016","S01008455","Income","Rank",619
"2016","S01008455","Health","Rank",1281
"2016","S01008455","Education Skills And Training","Rank",434
"2016","S01008455","Housing","Rank",957
"2016","S01008455","SIMD","Decile",1
"2016","S01008455","Crime","Decile",2
"2016","S01008455","Health","Decile",2
"2016","S01008455","Access To Services","Decile",7
"2016","S01008455","Housing","Decile",2
"2016","S01008455","Education Skills And Training","Decile",1
"2016","S01008455","Income","Decile",1
"2016","S01008455","Employment","Decile",1
"2016","S01008455","Education Skills And Training","Vigintile",2
"2016","S01008455","Employment","Vigintile",2
"2016","S01008455","Health","Vigintile",4
"2016","S01008455","Housing","Vigintile",3
"2016","S01008455","Access To Services","Vigintile",13
"2016","S01008455","Crime","Vigintile",3
"2016","S01008455","Income","Vigintile",2
"2016","S01008455","SIMD","Vigintile",2
"2016","S01008455","Housing","Quintile",1
